Accession	Class
GmCD00546423	0
GmCD00546424	1
GmCD00546425	0
GmCD00546426	1
GmCD00546427	0
GmCD00546428	0
GmCD00546429	0
GmCD00546430	1
GmCD00546431	0
GmCD00546432	0
GmCD00546433	0
GmCD00546434	2
GmCD00546435	1
GmCD00546436	0
GmCD00546437	1
GmCD00546484	0
GmCD00546485	0
GmCD00586110	0
GmCD00591403	2
GmCD00591457	1
GmCD00591458	2
GmCD00591459	1
GmCD00591525	2
GmCD00596935	0
GmCD00596936	0
GmCD00598093	0
GmCD00598839	2
GmCD00627835	2
GmCD00627836	1
GmCD00627837	2
GmCD00627838	1
GmCD00627839	2
GmCD00628067	1
GmCD00665917	1
GmCD00666051	0
GmCD00666150	0
GmCD00666151	0
GmCD00666163	2
GsCD00338277	2
GsCD00338812	1
GsCD00343855	1
GsCD00344709	2
GsCD00344710	2
GsCD00344711	2
GsCD00344712	0
GsCD00344713	2
GsCD00344714	0
GsCD00344715	2
GsCD00344716	2
GsCD00344717	2
GsCD00344718	2
GsCD00344719	2
GsCD00344720	2
GsCD00344721	2
GsCD00344722	2
GsCD00344723	2
GsCD00344724	2
GsCD00344725	2
GsCD00344726	2
GsCD00344727	1
GsCD00344728	2
GsCD00344729	1
GsCD00384632	2
GsCD00384633	0
GsCD00384634	0
GsCD00384635	2
GsCD00384636	0
GsCD00423140	2
GsCD00423142	0
GsCD00423143	2
GsCD00423418	0
GsCD00530848	2
GsCD00531969	2
GsCD00531970	2
GsCD00536002	0
GsCD00536003	0
GsCD00536004	0
GsCD00536005	2
GsCD00536006	0
GsCD00536007	0
GsCD00536190	1
GsCD00536191	1
GsCD00540727	2
GsCD00546471	0
GsCD00546472	2
GsCD00546473	1
GsCD00546474	0
GsCD00546475	1
GsCD00546476	1
GsCD00546477	1
GsCD00546478	0
GsCD00546479	1
GsCD00546480	0
GsCD00546481	1
GsCD00546482	0
GsCD00546483	1
GsCD00585063	2
GsCD00585064	2
GsCD00585065	2
GsCD00585066	2
GsCD00585067	2
GsCD00585068	0
GsCD00585069	2
GsCD00585070	1
GsCD00585071	0
GsCD00585072	2
GsCD00591400	2
GsCD00591401	0
GsCD00591402	2
GsCD00591521	0
GsCD00596907	1
GsCD00596908	2
GsCD00598727	1
GsCD00598844	2
GsCD00627834	2
GsCD00627904	2
GsCD00628059	2
GsCD00665996	2
GsCD00666250	0
GsCD00666254	0
GsCD00666258	1
GsCD00670616	0
GtCD00332008	0
GtCD00338917	1
GtCD00339412	0
GtCD00339413	0
GtCD00339414	1
GtCD00339934	2
GtCD00339935	2
GtCD00344567	2
GtCD00344568	2
GtCD00344569	2
GtCD00344570	2
GtCD00385294	2
GtCD00385295	2
GtCD00385296	2
GtCD00385297	2
GtCD00385298	2
GtCD00385299	2
GtCD00385300	2
GtCD00385301	1
GtCD00385302	2
GtCD00385324	2
GtCD00385325	0
GtCD00385326	1
GtCD00385337	2
GtCD00385696	2
GtCD00546486	1
GtCD00546584	2
GtCD00546585	2
GtCD00591489	2
GtCD00591490	2
GtCD00598744	2
GtCD00598811	1
GtCD00598812	1
GtCD00666178	1
GtCD00666215	2
GtCD00666233	0
HdCD00330987	2
HdCD00330988	1
HdCD00330989	2
HdCD00330990	2
HdCD00332003	1
HdCD00332004	1
HdCD00332005	1
HdCD00332006	1
HdCD00332007	1
HdCD00334958	1
HdCD00334959	0
HdCD00334960	1
HdCD00334961	1
HdCD00336889	2
HdCD00338479	2
HdCD00342915	2
HdCD00342918	1
HdCD00342920	1
HdCD00344183	2
HdCD00344184	2
HdCD00344424	1
HdCD00344425	1
HdCD00344426	0
HdCD00344427	2
HdCD00344428	2
HdCD00344429	0
HdCD00344430	1
HdCD00344431	2
HdCD00344432	2
HdCD00344433	2
HdCD00384788	0
HdCD00384789	1
HdCD00384790	2
HdCD00384791	2
HdCD00423325	1
HdCD00531122	1
HdCD00531123	1
HdCD00531245	1
HdCD00540942	2
HdCD00540990	2
HdCD00546503	1
HdCD00546504	1
HdCD00546547	2
HdCD00546548	2
HdCD00546549	2
HdCD00546550	2
HdCD00591104	1
HdCD00591105	2
HdCD00627740	2
HdCD00628077	2
HdCD00628108	2
HdCD00666273	1
HiCD00331003	2
HiCD00334957	2
HiCD00338314	2
HiCD00338478	1
HiCD00339411	2
HiCD00342598	1
HiCD00342599	2
HiCD00342801	1
HiCD00342802	2
HiCD00342803	2
HiCD00342973	2
HiCD00342974	0
HiCD00342975	2
HiCD00342976	2
HiCD00342977	1
HiCD00342978	2
HiCD00342979	2
HiCD00342980	2
HiCD00342981	1
HiCD00342982	2
HiCD00342983	2
HiCD00385018	2
HiCD00423308	2
HiCD00429620	2
HiCD00530982	2
HiCD00540125	2
HiCD00540718	2
HiCD00540991	2
HiCD00590308	2
HiCD00590309	2
HiCD00627762	2
HiCD00628071	1
HiCD00665936	2
HmCD00331122	2
HmCD00331123	2
HmCD00331124	2
HmCD00331125	2
HmCD00331126	0
HmCD00331127	0
HmCD00331128	1
HmCD00331129	1
HmCD00331130	2
HmCD00331131	2
HmCD00331132	2
HmCD00331133	2
HmCD00331134	2
HmCD00331135	0
HmCD00331136	2
HmCD00331137	2
HmCD00331138	2
HmCD00331856	0
HmCD00331857	0
HmCD00331858	1
HmCD00334713	0
HmCD00334714	1
HmCD00338523	0
HmCD00338802	0
HmCD00338803	2
HmCD00338804	2
HmCD00338805	0
HmCD00338806	1
HmCD00338807	0
HmCD00338808	2
HmCD00338809	2
HmCD00338810	2
HmCD00338811	2
HmCD00339958	0
HmCD00341394	2
HmCD00341395	2
HmCD00341396	2
HmCD00344533	0
HmCD00344534	2
HmCD00344535	2
HmCD00344536	0
HmCD00344537	0
HmCD00344538	0
HmCD00344539	2
HmCD00344540	2
HmCD00422876	2
HmCD00422877	1
HmCD00422878	0
HmCD00422879	0
HmCD00422936	2
HmCD00422994	0
HmCD00423141	0
HmCD00530885	2
HmCD00535998	2
HmCD00535999	2
HmCD00536000	2
HmCD00536001	1
HmCD00536181	2
HmCD00536182	0
HmCD00536183	2
HmCD00536184	2
HmCD00536185	1
HmCD00536186	0
HmCD00536187	0
HmCD00536188	2
HmCD00536189	1
HmCD00536331	0
HmCD00536332	2
HmCD00536333	2
HmCD00536335	2
HmCD00536336	0
HmCD00536337	2
HmCD00536338	2
HmCD00536339	2
HmCD00536340	2
HmCD00536341	0
HmCD00536442	2
HmCD00536443	2
HmCD00536444	1
HmCD00540237	2
HmCD00540238	2
HmCD00540239	0
HmCD00540240	2
HmCD00540502	1
HmCD00540503	1
HmCD00540585	2
HmCD00540586	2
HmCD00540587	2
HmCD00540588	2
HmCD00540589	2
HmCD00540590	2
HmCD00540591	2
HmCD00540592	2
HmCD00540593	0
HmCD00540594	2
HmCD00540618	2
HmCD00540892	2
HmCD00540893	2
HmCD00540894	2
HmCD00540895	2
HmCD00540896	0
HmCD00540897	2
HmCD00540898	2
HmCD00540899	2
HmCD00540900	0
HmCD00540901	2
HmCD00540902	2
HmCD00540903	0
HmCD00546464	2
HmCD00546465	2
HmCD00546466	2
HmCD00546467	2
HmCD00546468	2
HmCD00546469	2
HmCD00546470	2
HmCD00546582	0
HmCD00546583	0
HmCD00585217	0
HmCD00585218	0
HmCD00591001	2
HmCD00591358	1
HmCD00591456	0
HmCD00591485	0
HmCD00596685	1
HmCD00596686	1
HmCD00596687	2
HmCD00596688	0
HmCD00596689	0
HmCD00596690	2
HmCD00596691	2
HmCD00596692	1
HmCD00596693	1
HmCD00596694	1
HmCD00596695	1
HmCD00598755	0
HmCD00598756	0
HmCD00627735	2
HmCD00627736	0
HmCD00628063	1
HmCD00666249	2
HmCD00666287	0
HmCD00666288	2
HpCD00331673	2
HpCD00331674	1
HpCD00338344	2
HpCD00338345	2
HpCD00340052	0
HpCD00343564	0
HpCD00385512	2
HpCD00530870	2
HpCD00536090	1
HpCD00539611	2
HpCD00540616	2
HpCD00585590	2
HpCD00598852	2
HpCD00627781	2
HsCD00331095	2
HsCD00331096	0
HsCD00331097	0
HsCD00331098	0
HsCD00331099	2
HsCD00331100	0
HsCD00331101	2
HsCD00331102	2
HsCD00331103	0
HsCD00331104	1
HsCD00331105	2
HsCD00331106	0
HsCD00331107	2
HsCD00331108	0
HsCD00331119	0
HsCD00331120	2
HsCD00331121	1
HsCD00331394	2
HsCD00331395	2
HsCD00331396	2
HsCD00331397	1
HsCD00331398	2
HsCD00331399	1
HsCD00331400	2
HsCD00331401	2
HsCD00331402	2
HsCD00331403	2
HsCD00331404	2
HsCD00331405	2
HsCD00331406	0
HsCD00331407	0
HsCD00331408	0
HsCD00331409	0
HsCD00331410	1
HsCD00331411	2
HsCD00331412	2
HsCD00331413	2
HsCD00331414	1
HsCD00331415	1
HsCD00331416	2
HsCD00331417	2
HsCD00331418	2
HsCD00331420	0
HsCD00331421	1
HsCD00331422	1
HsCD00331423	0
HsCD00331424	2
HsCD00331425	2
HsCD00331426	2
HsCD00331427	2
HsCD00331428	2
HsCD00331429	2
HsCD00331430	2
HsCD00331431	2
HsCD00331432	0
HsCD00331433	0
HsCD00331434	0
HsCD00331435	2
HsCD00331436	2
HsCD00331437	2
HsCD00331438	2
HsCD00331439	2
HsCD00331440	2
HsCD00331441	2
HsCD00331442	0
HsCD00331443	2
HsCD00331444	2
HsCD00331445	2
HsCD00331446	0
HsCD00331447	2
HsCD00331448	0
HsCD00331449	0
HsCD00331490	2
HsCD00331491	2
HsCD00331492	2
HsCD00331493	0
HsCD00331494	2
HsCD00331495	0
HsCD00331496	2
HsCD00331497	2
HsCD00331498	0
HsCD00331499	2
HsCD00331500	0
HsCD00331501	0
HsCD00331502	0
HsCD00331503	2
HsCD00331504	2
HsCD00331505	2
HsCD00331506	1
HsCD00331507	2
HsCD00331508	2
HsCD00331509	2
HsCD00331510	2
HsCD00331511	2
HsCD00331512	2
HsCD00331513	0
HsCD00331514	2
HsCD00331515	2
HsCD00331516	0
HsCD00331517	0
HsCD00331518	0
HsCD00331519	2
HsCD00331520	2
HsCD00331521	2
HsCD00331522	0
HsCD00331523	2
HsCD00331524	2
HsCD00331525	2
HsCD00331526	0
HsCD00331787	2
HsCD00331788	2
HsCD00331789	2
HsCD00331790	0
HsCD00331791	2
HsCD00331792	2
HsCD00331793	2
HsCD00331794	2
HsCD00331795	2
HsCD00331796	1
HsCD00331797	1
HsCD00331798	1
HsCD00331799	1
HsCD00331800	2
HsCD00331801	2
HsCD00331802	2
HsCD00331803	2
HsCD00331804	2
HsCD00331805	2
HsCD00331806	2
HsCD00331807	2
HsCD00331808	2
HsCD00331809	2
HsCD00331810	2
HsCD00331811	2
HsCD00331812	1
HsCD00331813	0
HsCD00331814	2
HsCD00331815	2
HsCD00331816	1
HsCD00331817	1
HsCD00331818	1
HsCD00331819	1
HsCD00331820	1
HsCD00331821	2
HsCD00331822	2
HsCD00331823	2
HsCD00331824	2
HsCD00331825	2
HsCD00331826	2
HsCD00331827	2
HsCD00331828	2
HsCD00331829	2
HsCD00331830	2
HsCD00331831	0
HsCD00331832	1
HsCD00331833	1
HsCD00331834	2
HsCD00331835	1
HsCD00331836	1
HsCD00331837	0
HsCD00331838	0
HsCD00331839	2
HsCD00331840	2
HsCD00331841	1
HsCD00331842	2
HsCD00331843	0
HsCD00331844	0
HsCD00331845	0
HsCD00331846	1
HsCD00331847	2
HsCD00331862	2
HsCD00331863	2
HsCD00331864	2
HsCD00331865	2
HsCD00331866	0
HsCD00331867	2
HsCD00331868	0
HsCD00331869	0
HsCD00331870	0
HsCD00331871	2
HsCD00331872	2
HsCD00331873	2
HsCD00331874	2
HsCD00331875	2
HsCD00331876	2
HsCD00331877	2
HsCD00331878	2
HsCD00331879	1
HsCD00331880	1
HsCD00331881	2
HsCD00331882	1
HsCD00331883	1
HsCD00331884	2
HsCD00331885	2
HsCD00331886	2
HsCD00331887	2
HsCD00331888	2
HsCD00331889	1
HsCD00331890	1
HsCD00331891	1
HsCD00331892	1
HsCD00331893	1
HsCD00331894	2
HsCD00331895	2
HsCD00331896	2
HsCD00331897	2
HsCD00331898	0
HsCD00331899	0
HsCD00331900	0
HsCD00331901	2
HsCD00331902	2
HsCD00331903	2
HsCD00331904	2
HsCD00331905	2
HsCD00331906	2
HsCD00331907	0
HsCD00331908	1
HsCD00331909	2
HsCD00331910	2
HsCD00331911	2
HsCD00331912	2
HsCD00331913	2
HsCD00331914	2
HsCD00331915	2
HsCD00331916	1
HsCD00331917	2
HsCD00331918	2
HsCD00331919	2
HsCD00331920	2
HsCD00331921	2
HsCD00331922	2
HsCD00331923	1
HsCD00331924	1
HsCD00331925	1
HsCD00331926	0
HsCD00331927	2
HsCD00331928	2
HsCD00331929	0
HsCD00331930	0
HsCD00331931	0
HsCD00331932	2
HsCD00331933	2
HsCD00331971	2
HsCD00331972	2
HsCD00331973	0
HsCD00331974	1
HsCD00331975	0
HsCD00331976	0
HsCD00334910	2
HsCD00338358	1
HsCD00338359	1
HsCD00338360	0
HsCD00338361	2
HsCD00338362	2
HsCD00338363	0
HsCD00338364	1
HsCD00338365	0
HsCD00338366	2
HsCD00338367	2
HsCD00338368	0
HsCD00338369	0
HsCD00338370	0
HsCD00338371	2
HsCD00338372	2
HsCD00338373	2
HsCD00338374	1
HsCD00338375	2
HsCD00338376	2
HsCD00338377	1
HsCD00338378	0
HsCD00338379	0
HsCD00338380	0
HsCD00338381	2
HsCD00338382	1
HsCD00338383	2
HsCD00338384	0
HsCD00338385	0
HsCD00338417	0
HsCD00338418	2
HsCD00338419	2
HsCD00338420	2
HsCD00338421	2
HsCD00338422	1
HsCD00338423	1
HsCD00338424	2
HsCD00338425	1
HsCD00338426	2
HsCD00338427	2
HsCD00338428	1
HsCD00338429	1
HsCD00338430	1
HsCD00338431	2
HsCD00338432	0
HsCD00338433	1
HsCD00338434	1
HsCD00338435	0
HsCD00338436	0
HsCD00338437	0
HsCD00338438	2
HsCD00338439	2
HsCD00338440	2
HsCD00338441	1
HsCD00338442	0
HsCD00338443	2
HsCD00338444	2
HsCD00338445	0
HsCD00338446	1
HsCD00338447	0
HsCD00338448	2
HsCD00338449	0
HsCD00338450	0
HsCD00338451	0
HsCD00338452	1
HsCD00338453	2
HsCD00338454	2
HsCD00338455	1
HsCD00338456	2
HsCD00338457	2
HsCD00338458	0
HsCD00338459	1
HsCD00338460	1
HsCD00338461	1
HsCD00338462	1
HsCD00338463	2
HsCD00338464	2
HsCD00338465	2
HsCD00338466	0
HsCD00338467	1
HsCD00338468	1
HsCD00338469	2
HsCD00338470	2
HsCD00338471	0
HsCD00338472	0
HsCD00338473	1
HsCD00338616	2
HsCD00338617	2
HsCD00338618	2
HsCD00338619	2
HsCD00338620	2
HsCD00338621	0
HsCD00338622	2
HsCD00338623	2
HsCD00338624	2
HsCD00338625	2
HsCD00338626	2
HsCD00338627	2
HsCD00338628	2
HsCD00338629	2
HsCD00338630	0
HsCD00338631	0
HsCD00338632	0
HsCD00338633	2
HsCD00338634	2
HsCD00338635	0
HsCD00338636	2
HsCD00338943	2
HsCD00338944	0
HsCD00338945	2
HsCD00338946	0
HsCD00339128	2
HsCD00339129	2
HsCD00339130	1
HsCD00339131	2
HsCD00339132	2
HsCD00339133	0
HsCD00339134	2
HsCD00339135	2
HsCD00339214	0
HsCD00339215	2
HsCD00339216	2
HsCD00339463	2
HsCD00339464	2
HsCD00339465	2
HsCD00339466	2
HsCD00339467	2
HsCD00339468	2
HsCD00339469	2
HsCD00339470	2
HsCD00339471	2
HsCD00339472	2
HsCD00339473	2
HsCD00339474	2
HsCD00339475	2
HsCD00339476	2
HsCD00339477	2
HsCD00339478	2
HsCD00339479	2
HsCD00339480	2
HsCD00339481	1
HsCD00339482	1
HsCD00339483	2
HsCD00339484	2
HsCD00339485	2
HsCD00339486	2
HsCD00339487	2
HsCD00339488	0
HsCD00339489	0
HsCD00339490	0
HsCD00339491	0
HsCD00339492	0
HsCD00339493	2
HsCD00339494	0
HsCD00339495	0
HsCD00339496	0
HsCD00339497	0
HsCD00339498	0
HsCD00339499	0
HsCD00339500	0
HsCD00339501	2
HsCD00339502	2
HsCD00339503	2
HsCD00339504	1
HsCD00339645	2
HsCD00339646	2
HsCD00339647	2
HsCD00339648	2
HsCD00339649	0
HsCD00339650	0
HsCD00339651	0
HsCD00339652	1
HsCD00339653	1
HsCD00339654	1
HsCD00339655	1
HsCD00339656	0
HsCD00339657	0
HsCD00339658	1
HsCD00339659	1
HsCD00339660	1
HsCD00339661	0
HsCD00339662	0
HsCD00339663	0
HsCD00339664	0
HsCD00339665	0
HsCD00339666	0
HsCD00339667	2
HsCD00339668	2
HsCD00339669	2
HsCD00339942	1
HsCD00339943	1
HsCD00339944	2
HsCD00339945	0
HsCD00339946	2
HsCD00339947	2
HsCD00339948	0
HsCD00339949	2
HsCD00339950	1
HsCD00339951	0
HsCD00339997	2
HsCD00339998	1
HsCD00339999	1
HsCD00340000	2
HsCD00340001	2
HsCD00340002	1
HsCD00341368	2
HsCD00341369	1
HsCD00341371	2
HsCD00341372	2
HsCD00341373	2
HsCD00341386	2
HsCD00341387	2
HsCD00341388	0
HsCD00341389	0
HsCD00341393	0
HsCD00341406	0
HsCD00341407	0
HsCD00341408	1
HsCD00343582	1
HsCD00343583	1
HsCD00343584	1
HsCD00343585	1
HsCD00343586	1
HsCD00343587	1
HsCD00343588	1
HsCD00343589	1
HsCD00343590	1
HsCD00343591	1
HsCD00343592	0
HsCD00343593	0
HsCD00343594	1
HsCD00343595	1
HsCD00343596	2
HsCD00343597	2
HsCD00343598	0
HsCD00343599	0
HsCD00343600	2
HsCD00343601	0
HsCD00343602	2
HsCD00343603	2
HsCD00343604	2
HsCD00343605	2
HsCD00343606	0
HsCD00343607	2
HsCD00343608	2
HsCD00343609	2
HsCD00343610	0
HsCD00343611	0
HsCD00343612	0
HsCD00343613	1
HsCD00343614	0
HsCD00343615	0
HsCD00343616	0
HsCD00343617	1
HsCD00343618	0
HsCD00343619	2
HsCD00343620	2
HsCD00343621	0
HsCD00343622	0
HsCD00343623	0
HsCD00343624	0
HsCD00343625	2
HsCD00343626	2
HsCD00343627	2
HsCD00343628	2
HsCD00343629	2
HsCD00343630	1
HsCD00343631	0
HsCD00343633	0
HsCD00343634	0
HsCD00343635	0
HsCD00343636	1
HsCD00343637	1
HsCD00343638	2
HsCD00343639	1
HsCD00343640	1
HsCD00343641	1
HsCD00343642	0
HsCD00343643	0
HsCD00343644	0
HsCD00343645	0
HsCD00343707	0
HsCD00343708	1
HsCD00343709	0
HsCD00343710	1
HsCD00343711	0
HsCD00343712	0
HsCD00343713	0
HsCD00343714	0
HsCD00343715	1
HsCD00343716	0
HsCD00343717	1
HsCD00343718	1
HsCD00343719	1
HsCD00343720	1
HsCD00343721	1
HsCD00343722	2
HsCD00343723	2
HsCD00343724	0
HsCD00343725	2
HsCD00343726	2
HsCD00343727	2
HsCD00343728	1
HsCD00343729	0
HsCD00343730	0
HsCD00343731	1
HsCD00343732	1
HsCD00343733	2
HsCD00343734	1
HsCD00343735	1
HsCD00343736	2
HsCD00343737	2
HsCD00343738	0
HsCD00343885	0
HsCD00343886	0
HsCD00343887	2
HsCD00343888	0
HsCD00344322	2
HsCD00344323	2
HsCD00344324	1
HsCD00344325	1
HsCD00344326	2
HsCD00344327	1
HsCD00344328	1
HsCD00344329	1
HsCD00344330	2
HsCD00344331	2
HsCD00344332	2
HsCD00344333	2
HsCD00344334	1
HsCD00344335	1
HsCD00344336	1
HsCD00344337	2
HsCD00344338	2
HsCD00344339	1
HsCD00344340	1
HsCD00344341	2
HsCD00344342	1
HsCD00344343	1
HsCD00344344	2
HsCD00344412	0
HsCD00344413	2
HsCD00344414	2
HsCD00344415	0
HsCD00344416	0
HsCD00344417	2
HsCD00344418	2
HsCD00344419	0
HsCD00344420	2
HsCD00344421	2
HsCD00344422	2
HsCD00344423	2
HsCD00344467	2
HsCD00385303	0
HsCD00385304	1
HsCD00385305	2
HsCD00385306	0
HsCD00385327	0
HsCD00385328	1
HsCD00385347	1
HsCD00385561	0
HsCD00385563	1
HsCD00385659	1
HsCD00385660	2
HsCD00385661	2
HsCD00385662	2
HsCD00385663	2
HsCD00385665	2
HsCD00385666	2
HsCD00385667	2
HsCD00385668	2
HsCD00385669	2
HsCD00385670	2
HsCD00385671	0
HsCD00385672	1
HsCD00385673	0
HsCD00385674	1
HsCD00385675	1
HsCD00385676	2
HsCD00385677	2
HsCD00385678	2
HsCD00385679	2
HsCD00385680	2
HsCD00385681	2
HsCD00385682	2
HsCD00385683	0
HsCD00385684	2
HsCD00385685	1
HsCD00385686	1
HsCD00385687	2
HsCD00385688	2
HsCD00422922	2
HsCD00422934	2
HsCD00422935	1
HsCD00422938	0
HsCD00422943	2
HsCD00422978	2
HsCD00422981	0
HsCD00422987	1
HsCD00423027	2
HsCD00423028	2
HsCD00423029	0
HsCD00423031	2
HsCD00423032	0
HsCD00423033	2
HsCD00423034	2
HsCD00423035	2
HsCD00423036	2
HsCD00423037	0
HsCD00423038	2
HsCD00423106	0
HsCD00423146	0
HsCD00429618	2
HsCD00530788	2
HsCD00530789	0
HsCD00530791	0
HsCD00530794	0
HsCD00530795	0
HsCD00530816	2
HsCD00530817	1
HsCD00530825	2
HsCD00530826	0
HsCD00530827	0
HsCD00530828	2
HsCD00530829	2
HsCD00530871	2
HsCD00530872	2
HsCD00530873	1
HsCD00530874	0
HsCD00530875	2
HsCD00530884	1
HsCD00530887	0
HsCD00530888	2
HsCD00530889	2
HsCD00530890	1
HsCD00530891	1
HsCD00530912	0
HsCD00530916	2
HsCD00530954	2
HsCD00530972	2
HsCD00530973	2
HsCD00530974	0
HsCD00530975	2
HsCD00530999	1
HsCD00531001	1
HsCD00531015	0
HsCD00531016	2
HsCD00531017	2
HsCD00531018	2
HsCD00531019	2
HsCD00531020	0
HsCD00531119	2
HsCD00531120	2
HsCD00531121	0
HsCD00531147	0
HsCD00531148	2
HsCD00531149	2
HsCD00531150	2
HsCD00531151	2
HsCD00531308	1
HsCD00531968	0
HsCD00535939	1
HsCD00535940	1
HsCD00535941	1
HsCD00535942	2
HsCD00535943	1
HsCD00535944	0
HsCD00535945	2
HsCD00535946	2
HsCD00535947	1
HsCD00535948	1
HsCD00535949	2
HsCD00535950	2
HsCD00535951	0
HsCD00535952	2
HsCD00535953	1
HsCD00535954	0
HsCD00535955	0
HsCD00535956	2
HsCD00535957	1
HsCD00535958	2
HsCD00535959	2
HsCD00535960	1
HsCD00535961	2
HsCD00535962	2
HsCD00535963	2
HsCD00535964	1
HsCD00535965	1
HsCD00535966	2
HsCD00535967	0
HsCD00535968	0
HsCD00535969	1
HsCD00535970	0
HsCD00535971	1
HsCD00535972	2
HsCD00535973	1
HsCD00535974	0
HsCD00535975	0
HsCD00536008	1
HsCD00536009	1
HsCD00536010	1
HsCD00536011	1
HsCD00536012	1
HsCD00536013	1
HsCD00536014	2
HsCD00536015	2
HsCD00536016	0
HsCD00536017	1
HsCD00536018	1
HsCD00536019	1
HsCD00536020	1
HsCD00536021	1
HsCD00536022	0
HsCD00536023	0
HsCD00536024	2
HsCD00536025	2
HsCD00536026	1
HsCD00536027	0
HsCD00536028	1
HsCD00536029	2
HsCD00536030	0
HsCD00536031	2
HsCD00536032	2
HsCD00536033	2
HsCD00536034	2
HsCD00536035	1
HsCD00536036	2
HsCD00536037	2
HsCD00536038	2
HsCD00536039	1
HsCD00536040	0
HsCD00536041	2
HsCD00536042	0
HsCD00536043	2
HsCD00536044	2
HsCD00536045	2
HsCD00536046	1
HsCD00536047	2
HsCD00536048	0
HsCD00536049	0
HsCD00536050	2
HsCD00536237	1
HsCD00536238	0
HsCD00536239	1
HsCD00536240	1
HsCD00536241	1
HsCD00536242	1
HsCD00536243	0
HsCD00536244	0
HsCD00536245	1
HsCD00536246	1
HsCD00536247	2
HsCD00536248	0
HsCD00536249	2
HsCD00536250	2
HsCD00536251	2
HsCD00536252	2
HsCD00536253	1
HsCD00536254	1
HsCD00536255	1
HsCD00536256	1
HsCD00536257	0
HsCD00536258	0
HsCD00536259	0
HsCD00536260	0
HsCD00536261	2
HsCD00536262	2
HsCD00536263	2
HsCD00536264	1
HsCD00536265	2
HsCD00536266	0
HsCD00536267	0
HsCD00536268	1
HsCD00536269	0
HsCD00536270	0
HsCD00536271	1
HsCD00536272	0
HsCD00536273	0
HsCD00536274	0
HsCD00536275	0
HsCD00536276	1
HsCD00536277	0
HsCD00536320	0
HsCD00536321	0
HsCD00536322	0
HsCD00536323	2
HsCD00536324	2
HsCD00536325	2
HsCD00536326	0
HsCD00536327	0
HsCD00536328	2
HsCD00536329	2
HsCD00536330	2
HsCD00536519	0
HsCD00536520	2
HsCD00536521	0
HsCD00536522	1
HsCD00536523	0
HsCD00536524	1
HsCD00536525	0
HsCD00536526	2
HsCD00536527	2
HsCD00536528	0
HsCD00536529	2
HsCD00536530	2
HsCD00536531	2
HsCD00539725	1
HsCD00539726	1
HsCD00539727	1
HsCD00539728	2
HsCD00539729	0
HsCD00539730	0
HsCD00539731	2
HsCD00539732	2
HsCD00539733	0
HsCD00539734	1
HsCD00539735	1
HsCD00539736	0
HsCD00539737	2
HsCD00539738	1
HsCD00539739	0
HsCD00539740	0
HsCD00539741	1
HsCD00539742	0
HsCD00539743	2
HsCD00539744	0
HsCD00539745	2
HsCD00539746	0
HsCD00539747	0
HsCD00539748	2
HsCD00539749	2
HsCD00539750	2
HsCD00539751	2
HsCD00539752	2
HsCD00539753	2
HsCD00539754	2
HsCD00539801	1
HsCD00539802	1
HsCD00539803	1
HsCD00539804	2
HsCD00539805	1
HsCD00539806	1
HsCD00539807	0
HsCD00539808	1
HsCD00539809	1
HsCD00539810	1
HsCD00539811	2
HsCD00539812	2
HsCD00539813	2
HsCD00539814	2
HsCD00539815	1
HsCD00539816	1
HsCD00539817	1
HsCD00539818	2
HsCD00539819	0
HsCD00539820	0
HsCD00539821	2
HsCD00539822	2
HsCD00539823	1
HsCD00539824	2
HsCD00539825	2
HsCD00539826	1
HsCD00539827	0
HsCD00539828	1
HsCD00539829	0
HsCD00539830	0
HsCD00539831	0
HsCD00539832	0
HsCD00539833	0
HsCD00539834	0
HsCD00539835	1
HsCD00539836	0
HsCD00539837	0
HsCD00539838	2
HsCD00539894	2
HsCD00539895	2
HsCD00539896	2
HsCD00539897	2
HsCD00539898	2
HsCD00539899	1
HsCD00539900	1
HsCD00539901	2
HsCD00539902	2
HsCD00539903	1
HsCD00539904	1
HsCD00539905	2
HsCD00539906	2
HsCD00539907	2
HsCD00539908	2
HsCD00539909	2
HsCD00539910	2
HsCD00539911	2
HsCD00539912	2
HsCD00539913	1
HsCD00539914	0
HsCD00539915	2
HsCD00539916	2
HsCD00539917	2
HsCD00539918	2
HsCD00539919	1
HsCD00539920	2
HsCD00539921	2
HsCD00539922	2
HsCD00539923	1
HsCD00539924	1
HsCD00539925	1
HsCD00539926	2
HsCD00539927	2
HsCD00539928	1
HsCD00539929	1
HsCD00539930	2
HsCD00539931	1
HsCD00539932	1
HsCD00539933	1
HsCD00540262	0
HsCD00540263	0
HsCD00540264	0
HsCD00546579	2
HsCD00546580	2
HsCD00546581	0
HsCD00583687	2
HsCD00583690	1
HsCD00583691	1
HsCD00583692	1
HsCD00583693	1
HsCD00583694	1
HsCD00583695	2
HsCD00583696	2
HsCD00583697	2
HsCD00583698	2
HsCD00583699	2
HsCD00583700	1
HsCD00583701	1
HsCD00583702	2
HsCD00583703	1
HsCD00583704	1
HsCD00583705	1
HsCD00583706	1
HsCD00583707	1
HsCD00583708	1
HsCD00583709	1
HsCD00583710	2
HsCD00583711	2
HsCD00583712	2
HsCD00583713	1
HsCD00583714	2
HsCD00583715	1
HsCD00583716	2
HsCD00583717	1
HsCD00583718	0
HsCD00583719	0
HsCD00583720	0
